d332aa7e3a5ad5ab8afd865b11195222,1377.55,IAD,ORD,BNA||OWB||STL||ORD,PT7H59M,BNA||OWB||STL
096ef35ad3cd55003232116b9c93cee8,582.65,CLT,DFW,BNA||OWB||STL||DFW,PT11H34M,BNA||OWB||STL
b21901dd63f9d5296aa121abe21850dd,619.17,CLT,DFW,ORD||UIN||STL||DFW,PT9H14M,ORD||UIN||STL
7a5a8afa78d008123cf3aa48e54b6e1b,760.01,CLT,DFW,ORD||UIN||STL||DFW,PT12H34M,ORD||UIN||STL
3220186fa7199197ec6fefede7daa6f0,625.65,CLT,DFW,STL||MWA||BNA||DFW,PT12H57M,STL||MWA||BNA
06d4604817e008c0ff31b0f29144d539,298.67,ORD,IAD,UIN||STL||CLT||IAD,PT10H,UIN||STL||CLT
368f63aa4ac4a7961b1de6380e5d264e,650.55,ATL,ORD,STL||MWA||BNA||ORD,PT11H,STL||MWA||BNA
dceb51af1681375ca3583d18b6be89c5,615.17,CLT,DFW,ORD||UIN||STL||DFW,PT9H24M,ORD||UIN||STL
5a1d7f956dd3a42d647ed875cad0178e,1034.54,PHL,DFW,BNA||MWA||STL||DFW,PT10H4M,BNA||MWA||STL
a1dceafc3a46fe64c19ba0185e4139be,1026.55,PHL,DFW,BNA||MWA||STL||DFW,PT11H36M,BNA||MWA||STL
a52bf5f4b5abb152b07b90c5e7224af4,435.67,ORD,DFW,UIN||STL||IAH||DFW,PT9H23M,UIN||STL||IAH
2c5973e9c63cf4c4a539da75282a9d66,1115.54,PHL,ORD,BNA||MWA||STL||ORD,PT8H48M,BNA||MWA||STL
0076300d9cc48b022bd469300f983d08,847.55,DFW,ORD,BNA||MWA||STL||ORD,PT9H15M,BNA||MWA||STL
a265fc74a499c9419069ba5e230b63fb,856.55,ORD,DFW,BNA||MWA||STL||DFW,PT9H6M,BNA||MWA||STL
7df8151f37ab203f57fa6ec58ae0c434,577.64,CLT,DFW,BNA||MWA||STL||DFW,PT13H8M,BNA||MWA||STL
aedf2e60c6f86aff352aef9b9db22da8,530.91,ORD,PHL,UIN||STL||DTW||PHL,PT8H37M,UIN||STL||DTW
dc5025bdd5ca7ed080eda67a36b51f61,562.92,ORD,LGA,UIN||STL||DTW||LGA,PT9H36M,UIN||STL||DTW
05891705902fc7d14339135df0d12187,800.92,ORD,DEN,UIN||STL||MSP||DEN,PT9H51M,UIN||STL||MSP
7aff242842a37de09e9beaeaeb985884,627.54,DFW,ORD,BNA||MWA||STL||ORD,PT9H39M,BNA||MWA||STL
921db56dbde9e67808bc10cd5d860584,1164.54,PHL,DFW,BNA||MWA||STL||DFW,PT10H4M,BNA||MWA||STL
ea2d60403f4ac2b3a4d1e92901584ec2,609.92,ORD,LGA,UIN||STL||DTW||LGA,PT9H36M,UIN||STL||DTW
c480c3efa56841ed03bfd225401cf405,293.10,CLT,PHL,IAD||ORF||EWR||PHL,PT10H55M,IAD||ORF||EWR
dec621fefe26115f621f733ca7196efa,551.65,CLT,ORD,BNA||MWA||STL||ORD,PT11H45M,BNA||MWA||STL
e4acb6f5b02a0f77aa4b8a3f30420fa5,707.55,DTW,IAD,STL||OWB||BNA||IAD,PT8H13M,STL||OWB||BNA
d5c1ba8338816daa6793fe2848e79e19,385.67,ORD,IAD,UIN||STL||CLT||IAD,PT9H29M,UIN||STL||CLT
f4818189d3a4b162d5da86a236b03e61,592.05,CLT,DFW,BNA||OWB||STL||DFW,PT13H14M,BNA||OWB||STL
ffaf4fb393471f01dde89cdbc379ef8f,687.54,IAD,ATL,BNA||OWB||STL||ATL,PT9H47M,BNA||OWB||STL
105486f79e7423c84e11d4ba67fee107,490.64,CLT,DFW,BNA||MWA||STL||DFW,PT13H8M,BNA||MWA||STL
1647310d62da9bc67d2819f7e2000cf8,471.92,ORD,MIA,UIN||STL||ATL||MIA,PT10H15M,UIN||STL||ATL
79d41f252b34bf4e03f504a50b0d77c1,636.55,PHL,ORD,BNA||MWA||STL||ORD,PT8H47M,BNA||MWA||STL
187af3e923ad9e2b134a9134e3192431,753.51,PHL,DFW,ORD||UIN||STL||DFW,PT13H3M,ORD||UIN||STL
0e5a0cb147907fe19fc85943acbb730b,806.15,ATL,DTW,BNA||OWB||STL||DTW,PT13H19M,BNA||OWB||STL
823e23125c7310ddc93a9ed17d7cace5,728.15,IAD,ORD,BNA||OWB||STL||ORD,PT12H45M,BNA||OWB||STL
2c407678a6e62b949d0d755aa2a12128,677.20,PHL,OAK,ORD||DEN||SLC||OAK,PT18H39M,ORD||DEN||SLC
02fe920c36232a9651ca3bcaf6e659ab,653.14,ORD,CLT,BNA||OWB||STL||CLT,PT12H16M,BNA||OWB||STL
711beae653a0736efdc290c2436d864e,1022.55,PHL,DFW,BNA||MWA||STL||DFW,PT10H2M,BNA||MWA||STL
0133e1d893bc5d555581f65b5e8a87b2,1027.55,DTW,ORD,BNA||OWB||STL||ORD,PT8H19M,BNA||OWB||STL
4cc9e7a4f05d9caea87c7099fee379b3,710.92,DTW,DFW,ORD||UIN||STL||DFW,PT8H49M,ORD||UIN||STL
a65df44e431f663ff91fd3d87fbd3ead,583.92,ORD,DFW,UIN||STL||IAH||DFW,PT9H23M,UIN||STL||IAH
9e8b6ca5e62e72b1f7a6664ee75618aa,659.14,ORD,CLT,STL||MWA||BNA||CLT,PT10H20M,STL||MWA||BNA
29bee625c64c65182d51b7c1be672de5,555.17,CLT,DFW,ORD||UIN||STL||DFW,PT10H58M,ORD||UIN||STL
a63b04450b2fe7c9ee1a87c66ad10faf,662.77,MIA,ORD,CLT||STL||UIN||ORD,PT15H54M,CLT||STL||UIN
9ca640daace3344b6267229ba8a4c507,730.54,ORD,DFW,STL||MWA||BNA||DFW,PT9H5M,STL||MWA||BNA
fbe735cb017a4603e928195525b10aa9,266.67,ORD,ATL,UIN||STL||CLT||ATL,PT9H32M,UIN||STL||CLT
cfdf5762a044208b5878562ccde9f447,816.15,ORD,DFW,BNA||MWA||STL||DFW,PT12H31M,BNA||MWA||STL
d266ae6f4c042c943164b8dcccf47587,807.55,DEN,DTW,STL||OWB||BNA||DTW,PT8H31M,STL||OWB||BNA
a2eb8b32ced708d93e7ba5911bfc4174,564.54,ORD,DFW,BNA||MWA||STL||DFW,PT12H35M,BNA||MWA||STL
91a0a3f0b6dfac9b475e86f3fceb0ea7,646.15,ATL,IAD,STL||MWA||BNA||IAD,PT12H22M,STL||MWA||BNA
3e9390a10924667a42ac774b9e4d6479,703.14,PHL,ORD,BNA||OWB||STL||ORD,PT12H26M,BNA||OWB||STL
282ffb3e22dc34b4ba9ae40853948977,782.54,DFW,CLT,STL||OWB||BNA||CLT,PT8H53M,STL||OWB||BNA
1f21bfa4b6c17ac3442d025f48550aea,565.42,EWR,ORD,CLT||STL||UIN||ORD,PT8H19M,CLT||STL||UIN
a4ec52c77e0016546d7655377c851df9,633.05,CLT,DFW,BNA||OWB||STL||DFW,PT9H35M,BNA||OWB||STL
3c39877eb51b1d55733a6f65e9553c89,697.55,ATL,ORD,STL||OWB||BNA||ORD,PT9H18M,STL||OWB||BNA
57e4506ddec1237cf964862ac1bd702e,713.15,ATL,IAD,STL||MWA||BNA||IAD,PT12H22M,STL||MWA||BNA
d5fbedae5347f1424041da95a1e02a06,356.92,ORD,ATL,UIN||STL||CLT||ATL,PT9H32M,UIN||STL||CLT
eb267c2af245dcd08a3730514c9ce8b9,540.92,ORD,ATL,UIN||STL||CLT||ATL,PT9H23M,UIN||STL||CLT
6a419947638efb0756c45dcad01ed808,566.64,CLT,DFW,BNA||OWB||STL||DFW,PT13H8M,BNA||OWB||STL
c774ddcbcf1fb630c2e2977b1c01c960,577.21,ATL,OAK,EWR||DEN||SLC||OAK,PT20H38M,EWR||DEN||SLC
481fcb77d55256ee2d4fc0ecb3141a29,679.05,CLT,DFW,BNA||OWB||STL||DFW,PT9H36M,BNA||OWB||STL
a093dc42cfaa45b41dda6b43c4c846ee,679.26,PHL,DFW,ORD||UIN||STL||DFW,PT14H23M,ORD||UIN||STL
47d23ac4129bce39b18b601bbb534e1c,596.55,ORD,CLT,BNA||MWA||STL||CLT,PT12H16M,BNA||MWA||STL
037dd2528e1a885df7a210a393b6e463,615.64,CLT,DFW,BNA||MWA||STL||DFW,PT13H8M,BNA||MWA||STL
f346b406ed5c29c0e8a4d00c84ca2394,551.52,DTW,DFW,ORD||UIN||STL||DFW,PT15H3M,ORD||UIN||STL
f484bf279c815ca5951b0cbfadb7aba7,694.64,CLT,DFW,BNA||OWB||STL||DFW,PT13H8M,BNA||OWB||STL
ab773477ed32644895631258d792aeec,641.18,CLT,DFW,ORD||UIN||STL||DFW,PT9H14M,ORD||UIN||STL
9ad0c039f5e9a42cd92e38b8b62bbf5e,708.54,ORD,IAD,STL||OWB||BNA||IAD,PT11H15M,STL||OWB||BNA
59003ff901d3548a03b33f87347b9dd5,769.05,CLT,DFW,BNA||MWA||STL||DFW,PT9H3M,BNA||MWA||STL
f5dcd417f0cb6aec4db17fa5bbc7d156,677.55,DFW,CLT,STL||MWA||BNA||CLT,PT11H19M,STL||MWA||BNA
2bc1c32ab5a79d68abbeb51fb57efec3,533.21,MIA,OAK,EWR||DEN||SEA||OAK,P1DT8M,EWR||DEN||SEA
8b975eb55e019d719d2ba3a4de48e07d,847.55,DFW,ORD,BNA||MWA||STL||ORD,PT9H25M,BNA||MWA||STL
5ea30ed8cea590ebf11bbe1e28dbdd2c,643.15,ORD,ATL,STL||OWB||BNA||ATL,PT11H43M,STL||OWB||BNA
1e6974c670532d5b73d9a18ce0dd037d,637.55,ATL,ORD,STL||OWB||BNA||ORD,PT9H54M,STL||OWB||BNA
4ae32c2c7d20478447dd34e936505dd6,813.14,ORD,IAD,STL||OWB||BNA||IAD,PT11H30M,STL||OWB||BNA
c276ecc20fa2875ef8780f7f8dea5156,555.17,CLT,DFW,ORD||UIN||STL||DFW,PT10H58M,ORD||UIN||STL
884f5c85f3b4c82ff679f3de214f3543,524.43,IAD,ORD,CLT||STL||UIN||ORD,PT7H59M,CLT||STL||UIN
16e4b48b42b6724864a0ef7553ada230,620.54,DFW,ORD,BNA||MWA||STL||ORD,PT9H25M,BNA||MWA||STL
f985c3f33acfff18edfcc1deaa4392cb,526.28,DTW,DFW,ORD||UIN||STL||DFW,PT15H3M,ORD||UIN||STL
82ade890e170adca1035a89e814c9330,365.18,EWR,ORD,CLT||STL||UIN||ORD,PT8H19M,CLT||STL||UIN
4abd7cfcdaf334f417dca6b45db5c791,805.06,CLT,DFW,BNA||MWA||STL||DFW,PT8H53M,BNA||MWA||STL
fa6c76d903658f071937a580465d5ab3,992.42,ATL,ORD,CLT||STL||UIN||ORD,PT8H4M,CLT||STL||UIN
b4660e2265e57b9e252c409796403ad8,511.65,CLT,DFW,BNA||OWB||STL||DFW,PT13H8M,BNA||OWB||STL
7ab6a9bc9bf27540ca02f980cab429a3,654.92,DTW,DFW,ORD||UIN||STL||DFW,PT8H49M,ORD||UIN||STL
3f7dfe49ead7fad247dbc621af2a781f,433.92,ORD,PHL,UIN||STL||CLT||PHL,PT10H7M,UIN||STL||CLT
f96d36e3cc60b716bcb49146b48afa97,557.65,CLT,DFW,BNA||MWA||STL||DFW,PT14H58M,BNA||MWA||STL
494d7d4da2fedb5f291650e40e85f5a5,539.92,ORD,MIA,UIN||STL||ATL||MIA,PT10H21M,UIN||STL||ATL
55ab7adaa0ac960455378f21469a2dab,457.92,ORD,IAD,UIN||STL||DTW||IAD,PT8H31M,UIN||STL||DTW
5159fb5626c89313fafabcc7817262d6,631.54,DTW,ORD,BNA||MWA||STL||ORD,PT7H39M,BNA||MWA||STL
e08aaf6b59c673fdf3b1d77a824b9ecb,620.54,IAD,ORD,BNA||OWB||STL||ORD,PT10H45M,BNA||OWB||STL
a5a9dbff8a50b8de5001f4004c1d6a68,687.53,DTW,DFW,ORD||UIN||STL||DFW,PT13H19M,ORD||UIN||STL
cb3761dbf14380383dedabc2cfbb4a8c,611.54,DFW,CLT,STL||OWB||BNA||CLT,PT11H19M,STL||OWB||BNA
858d1045a89b3ec130cda1609144658b,522.04,CLT,DFW,BNA||OWB||STL||DFW,PT11H9M,BNA||OWB||STL
e224206167d94b630a4c80581baa2dad,618.54,ORD,DFW,BNA||MWA||STL||DFW,PT10H50M,BNA||MWA||STL
26f437ba354f1f117c5bf449967c41f9,656.61,LGA,OAK,IAH||DFW||SLC||OAK,PT17H5M,IAH||DFW||SLC
2aa3ea7f92f8176dd33864741c967c11,672.69,DTW,DFW,ORD||UIN||STL||DFW,PT10H33M,ORD||UIN||STL
d2676b794d2af0276e25cc9fc94a8823,617.54,DFW,CLT,BNA||MWA||STL||CLT,PT11H48M,BNA||MWA||STL
91786042c82217e9d87de6ae3590000a,694.53,PHL,DFW,BNA||MWA||STL||DFW,PT10H4M,BNA||MWA||STL
62c3942e8cffddfc876824e002202bad,395.67,ORD,BOS,UIN||STL||DCA||BOS,PT9H9M,UIN||STL||DCA
375fea5fd46c8a96dc418b4ad3764ae3,820.54,ORD,PHL,STL||MWA||BNA||PHL,PT8H9M,STL||MWA||BNA
9c005f605d266843eb78372fb13f8ff2,766.56,ORD,DFW,BNA||MWA||STL||DFW,PT9H16M,BNA||MWA||STL
db08cdccedd1051ca2966408a3ff9617,832.14,ORD,CLT,BNA||MWA||STL||CLT,PT12H16M,BNA||MWA||STL
8f176afe01dcd46e0bff4b29dc939665,707.54,ATL,ORD,STL||MWA||BNA||ORD,PT10H59M,STL||MWA||BNA
bf94f2e6108a25bfd9a003da06c94a54,485.64,CLT,DFW,BNA||MWA||STL||DFW,PT13H8M,BNA||MWA||STL
acdbab7b9220f848541da944fee65ad2,686.54,ORD,DFW,BNA||MWA||STL||DFW,PT10H50M,BNA||MWA||STL
5b88fbca671bb05d6759fc78310890ae,598.65,CLT,DFW,BNA||OWB||STL||DFW,PT13H8M,BNA||OWB||STL
37fb278bc4a23522c3c2126266a884ad,1167.54,DTW,ORD,BNA||OWB||STL||ORD,PT9H23M,BNA||OWB||STL
3b83888593615110ea8bf841ddb41407,737.54,IAD,ORD,BNA||OWB||STL||ORD,PT9H23M,BNA||OWB||STL
e940ac901da5200ceb8b398e772eef27,634.55,ORD,DFW,BNA||MWA||STL||DFW,PT9H16M,BNA||MWA||STL
11fcd05d47fd59cc29c0f54cb4502234,847.05,CLT,ORD,BNA||MWA||STL||ORD,PT7H59M,BNA||MWA||STL
cf7d6b457b65af4247dc7a969869f53d,612.67,DTW,ATL,ORD||UIN||STL||ATL,PT10H18M,ORD||UIN||STL
6d8f10d0f93f9e055a3b3db201c55f46,1163.64,CLT,ORD,BNA||MWA||STL||ORD,PT13H35M,BNA||MWA||STL
5e7219c23cf8a2505e3c97e0beb5308e,613.14,ORD,DFW,BNA||MWA||STL||DFW,PT12H31M,BNA||MWA||STL
bf762d108dcbd7e40cd13489297ccc6c,545.92,ORD,BOS,UIN||STL||DTW||BOS,PT9H1M,UIN||STL||DTW
1f592924c0d17aa289454383c1cc4c1e,455.66,ORD,PHL,UIN||STL||ATL||PHL,PT10H14M,UIN||STL||ATL
0398ca8d7e61d7ef7b4988f8dda54557,707.55,ORD,IAD,STL||OWB||BNA||IAD,PT11H15M,STL||OWB||BNA
d78cb5c8348908e205d24438933b6967,729.65,CLT,DFW,BNA||MWA||STL||DFW,PT11H34M,BNA||MWA||STL
529c6094de0629d69ebfb1b66feae395,502.55,DFW,CLT,STL||MWA||BNA||CLT,PT11H44M,STL||MWA||BNA
955c4c4d24b407dcfc5b943347e8530a,797.55,DEN,ORD,STL||OWB||BNA||ORD,PT9H17M,STL||OWB||BNA
789248478eba3edcdbbbf27cd40c2a82,607.14,ORD,IAD,STL||OWB||BNA||IAD,PT11H30M,STL||OWB||BNA
2836b0bd58ae6cc197d33dd105fbe73c,574.54,ORD,CLT,BNA||MWA||STL||CLT,PT10H37M,BNA||MWA||STL
1a2eb7c0381372c56425951adb8e97b9,699.92,ORD,DEN,UIN||STL||DFW||DEN,PT11H28M,UIN||STL||DFW
14fd75d5665919adc2a3d7e047ada6f9,650.54,ATL,IAD,STL||OWB||BNA||IAD,PT9H50M,STL||OWB||BNA
ead094d7091fb2920d2f6563fb419da2,545.65,CLT,DFW,BNA||OWB||STL||DFW,PT11H34M,BNA||OWB||STL
720be9180243699fa286748810d511f9,738.04,CLT,ORD,BNA||OWB||STL||ORD,PT12H20M,BNA||OWB||STL
d03217313d20aa665b50b59e399aa4d3,629.04,CLT,ORD,BNA||MWA||STL||ORD,PT9H14M,BNA||MWA||STL
754e60553abf8355ec8a7b36d2c802ef,950.64,CLT,ORD,BNA||MWA||STL||ORD,PT12H45M,BNA||MWA||STL
6a0336fb0a43efb6fd63faf02556312b,677.55,DFW,CLT,STL||OWB||BNA||CLT,PT8H53M,STL||OWB||BNA
a3804f1ea58afaf15b81e975729a0aa6,520.04,CLT,DFW,BNA||MWA||STL||DFW,PT10H37M,BNA||MWA||STL
31879a08000c0331117daa8dec1919b4,678.05,CLT,DFW,STL||MWA||BNA||DFW,PT11H10M,STL||MWA||BNA
fa20a4bb548f845079223c7cbca9d7a9,551.52,PHL,DFW,ORD||UIN||STL||DFW,PT13H3M,ORD||UIN||STL
a055e1d59cc5f7522f420aae885ac5c5,585.68,ORD,DFW,UIN||STL||ATL||DFW,PT11H3M,UIN||STL||ATL
70d2cc58bd795f6aad833ac9861c76d5,524.04,CLT,ORD,BNA||MWA||STL||ORD,PT7H59M,BNA||MWA||STL
784e07091dd73a77e5545a2f1c25e6fd,857.54,ATL,ORD,STL||MWA||BNA||ORD,PT9H18M,STL||MWA||BNA
00962109a567330441dd3cd2fd0de8a2,687.54,ATL,ORD,BNA||MWA||STL||ORD,PT8H48M,BNA||MWA||STL
837465d530b3241e207c9e41b624bdaa,670.54,ATL,DTW,STL||MWA||BNA||DTW,PT7H58M,STL||MWA||BNA
f2775ba849bdf0bdf475096e4d1f511c,734.54,ORD,DFW,BNA||MWA||STL||DFW,PT10H50M,BNA||MWA||STL
23bb108ff6322712021daa8da32ee25c,959.90,JFK,IAD,MVY||ACK||BOS||IAD,PT9H4M,MVY||ACK||BOS
8cfee76902610185538d163b59465014,666.42,CLT,DFW,ORD||UIN||STL||DFW,PT9H14M,ORD||UIN||STL
99486240e5b967b6b3bb993a913159ef,577.64,CLT,DFW,BNA||MWA||STL||DFW,PT13H8M,BNA||MWA||STL
09bf77f375dbbc70b617761909a7aef4,498.27,PHL,DFW,ORD||UIN||STL||DFW,PT16H7M,ORD||UIN||STL
79ce956e16cb37a1ff4b6b9718e2d1fb,1144.64,CLT,ORD,BNA||OWB||STL||ORD,PT12H45M,BNA||OWB||STL
da21d74c4cdcabf3687646b71da96e63,559.54,DFW,CLT,STL||OWB||BNA||CLT,PT8H53M,STL||OWB||BNA
f0aed9862a288f03cfdb34f7a926ad2e,687.53,DTW,DFW,ORD||UIN||STL||DFW,PT13H14M,ORD||UIN||STL
66b3e47a4d66a0c4168d256977ab94db,628.19,OAK,DFW,LAX||ABQ||IAH||DFW,PT18H40M,LAX||ABQ||IAH
fb263f7a5d1a527b155de116a4804860,658.04,CLT,DFW,BNA||MWA||STL||DFW,PT10H37M,BNA||MWA||STL
976962f070fe3f21a6df01606d823e49,767.05,CLT,DFW,BNA||MWA||STL||DFW,PT10H37M,BNA||MWA||STL
8f4f8d024d35949212da63f38243b51a,450.67,ORD,PHL,UIN||STL||ATL||PHL,PT8H47M,UIN||STL||ATL
2d8ff29226cc43377374768bbdc1ece8,746.54,DEN,IAD,STL||OWB||BNA||IAD,PT9H20M,STL||OWB||BNA
76ace7d7dc37db94947d7804cf0dbbde,739.54,ORD,CLT,STL||MWA||BNA||CLT,PT11H29M,STL||MWA||BNA
6fb0d433a8aba99cdd60d839e72a3ec3,525.64,CLT,DFW,BNA||OWB||STL||DFW,PT13H8M,BNA||OWB||STL
7da173e6380ae16476becffc56f74418,532.54,DFW,CLT,STL||OWB||BNA||CLT,PT8H53M,STL||OWB||BNA
4ea90f690ccb702373ad8bf55b235e6f,710.51,PHL,DFW,ORD||UIN||STL||DFW,PT14H37M,ORD||UIN||STL
9e403686dfe22694b7caddede29fa2cd,537.05,CLT,ORD,BNA||OWB||STL||ORD,PT10H20M,BNA||OWB||STL
81892fee0b4ce774545c37a11f06ae77,740.54,ORD,CLT,BNA||MWA||STL||CLT,PT10H35M,BNA||MWA||STL
486f8e4a655acf4605766213d982af85,762.14,ORD,CLT,BNA||OWB||STL||CLT,PT12H16M,BNA||OWB||STL
69a2ec41217517cb9f5419f834adc88a,428.42,ATL,ORD,CLT||STL||UIN||ORD,PT8H4M,CLT||STL||UIN
6bb4ea3550fa0d7c4a474e2fcf568892,581.51,DTW,DFW,ORD||UIN||STL||DFW,PT13H19M,ORD||UIN||STL
959204c93c2be33ee70d122bae1c6dd2,623.42,CLT,DFW,ORD||UIN||STL||DFW,PT11H11M,ORD||UIN||STL
812cc7e115ab9c60fc78ba817b6713fd,378.67,ORD,DFW,UIN||STL||ATL||DFW,PT9H22M,UIN||STL||ATL
fbe735cb017a4603e928195525b10aa9,266.67,ORD,ATL,UIN||STL||CLT||ATL,PT9H32M,UIN||STL||CLT
935409f47ea8fee23f3c757f6e3ca48b,721.60,PHL,OAK,ORD||DEN||LAX||OAK,PT17H8M,ORD||DEN||LAX
a65df44e431f663ff91fd3d87fbd3ead,673.92,ORD,DFW,UIN||STL||IAH||DFW,PT9H23M,UIN||STL||IAH
ad16a70f9cb912c704333a16372fe460,780.15,ORD,CLT,BNA||MWA||STL||CLT,PT10H44M,BNA||MWA||STL
9819d40398d449df765e138c0a39e3cc,536.64,CLT,DFW,BNA||OWB||STL||DFW,PT13H8M,BNA||OWB||STL
c40f7a716e899a54b17730fc179fb697,523.43,EWR,ORD,CLT||STL||UIN||ORD,PT8H19M,CLT||STL||UIN
3a1e36b990a8c09f7d79f852f9097f50,359.67,ORD,IAD,UIN||STL||DTW||IAD,PT8H11M,UIN||STL||DTW
39a50b873a384806bf1aa1f8a87c42db,458.55,ORD,IAD,STL||OWB||BNA||IAD,PT9H19M,STL||OWB||BNA
260082d7a7c93337ec54c7e5c0b95b0a,734.66,CLT,DFW,BNA||MWA||STL||DFW,PT13H8M,BNA||MWA||STL
d8ce3b9a5ba99a4327523785659f85d8,761.55,PHL,DFW,BNA||MWA||STL||DFW,PT9H52M,BNA||MWA||STL
7ced371e0fda0601b6af9a3d99a6c94d,806.56,DFW,CLT,STL||OWB||BNA||CLT,PT8H53M,STL||OWB||BNA
e06d6d2c146c6449342bb64e154a8e72,670.15,ORD,CLT,BNA||MWA||STL||CLT,PT12H16M,BNA||MWA||STL
f8c12ec434b1f40fe7b28bb64cb98f64,737.14,IAD,ORD,BNA||OWB||STL||ORD,PT12H45M,BNA||OWB||STL
a8e8891b68b4ccfcd9f916aaa6240ff7,887.55,IAD,ORD,BNA||OWB||STL||ORD,PT7H59M,BNA||OWB||STL
